,Unnamed: 0,Feature_Index,T-Value,P-Value,Test_Name
576,35104,35105,-2.065,0.0390539539989962,Mann_Whitney
577,35246,35247,-2.023,0.0432892477878348,Mann_Whitney
578,35252,35253,-2.484,0.0130589380691306,Mann_Whitney
579,35337,35338,-2.004,0.045272364834706,Mann_Whitney
580,35357,35358,-2.289,0.0221722333633925,Mann_Whitney
581,35369,35370,-2.398,0.0165421759559504,Mann_Whitney
582,35386,35387,-2.668,0.0076613465419027,Mann_Whitney
583,35509,35510,-2.422,0.015493019015686,Mann_Whitney
584,35619,35620,-2.006,0.0450888751928763,Mann_Whitney
585,35653,35654,-2.388,0.0170102251715777,Mann_Whitney
586,35659,35660,-2.129,0.033435032481637,Mann_Whitney
587,35660,35661,-2.315,0.0207213393770069,Mann_Whitney
588,35664,35665,-1.963,0.0498649826952659,Mann_Whitney
589,35666,35667,-2.07,0.0385703324259184,Mann_Whitney
590,35674,35675,-2.139,0.0325922152530214,Mann_Whitney
591,35682,35683,-2.031,0.0424123774332172,Mann_Whitney
592,35700,35701,-1.988,0.0469509304744021,Mann_Whitney
593,35702,35703,-2.041,0.0413802541577769,Mann_Whitney
